PROV66;Corrazza Mountains;Corrazza Mountains;Corrazza Mountains;;;;;;;;;x
PROV67;Gamba Sinistra Islands;Gamba Sinistra Islands;Gamba Sinistra Islands;;;;;;;;;x
PROV68;Gamba Destra Islands;Gamba Destra Islands;Gamba Destra Islands;;;;;;;;;x
PROV69;Granchio Airport;Granchio Airport;Granchio Airport;;;;;;;;;x
PROV70;Booty Boardwalk;Booty Boardwalk;Booty Boardwalk;;;;;;;;;x
PROV71;Minnow Island;Minnow Island;Minnow Island;;;;;;;;;x
PROV72;Isle Tartaruga;Isle Tartaruga;Isle Tartaruga;;;;;;;;;x
PROV73;Isle Cuore;Isle Cuore;Isle Cuore;;;;;;;;;x
PROV74;Isle Zuccone;Isle Zuccone;Isle Zuccone;;;;;;;;;x
PROV75;Isle Liuto;Isle Liuto;Isle Liuto;;;;;;;;;x
PROV76;Isle Embricata;Isle Embricata;Isle Embricata;;;;;;;;;x
PROV77;Isle Schiena Piatta;Isle Schiena Piatta;Isle Schiena Piatta;;;;;;;;;x
PROV78;Koopa Kabana;Koopa Kabana;Koopa Kabana;;;;;;;;;x
PROV79;Jalapeno Beach;Jalapeno Beach;Jalapeno Beach;;;;;;;;;x
PROV80;Habanero Harbour;Habanero Harbour;Habanero Harbour;;;;;;;;;x
PROV81;Cayenne Cove;Cayenne Cove;Cayenne Cove;;;;;;;;;x
PROV82;Banana Bay;Banana Bay;Banana Bay;;;;;;;;;x
PROV83;Serrano Sound;Serrano Sound;Serrano Sound;;;;;;;;;x
PROV84;Bell Highlands;Bell Highlands;Bell Highlands;;;;;;;;;x
PROV85;Blood Orange Bay;Blood Orange Bay;Blood Orange Bay;;;;;;;;;x
PROV86;Sweet Orange Island;Sweet Orange Island;Sweet Orange Island;;;;;;;;;x
PROV87;Grapefruit Harbour;Grapefruit Harbour;Grapefruit Harbour;;;;;;;;;x
PROV88;Lemon Anchorage;Lemon Anchorage;Lemon Anchorage;;;;;;;;;x
PROV89;Lime Lagoon;Lime Lagoon;Lime Lagoon;;;;;;;;;x
PROV90;Tangerine Beach;Tangerine Beach;Tangerine Beach;;;;;;;;;x
PROV91;Lavalava Beach;Lavalava Beach;Lavalava Beach;;;;;;;;;x
PROV92;Yoshi's Village;Yoshi's Village;Yoshi's Village;;;;;;;;;x
PROV93;Mt. Lavalava;Mt. Lavalava;Mt. Lavalava;;;;;;;;;x
PROV94;North Jade Jungle;North Jade Jungle;North Jade Jungle;;;;;;;;;x
PROV95;South Jade Jungle;South Jade Jungle;South Jade Jungle;;;;;;;;;x
PROV96;Toad Town;Toad Town;Toad Town;;;;;;;;;x
PROV97;Peach's Castle;Peach's Castle;Peach's Castle;;;;;;;;;x
PROV98;West Goomba Road;West Goomba Road;West Goomba Road;;;;;;;;;x
PROV99;East Goomba Road;East Goomba Road;East Goomba Road;;;;;;;;;x
PROV100;Goomba Fortress;Goomba Fortress;Goomba Fortress;;;;;;;;;x
PROV101;Goomba Village;Goomba Village;Goomba Village;;;;;;;;;x
PROV102;Miracle Landing;Miracle Landing;Miracle Landing;;;;;;;;;x
PROV103;Koopa Village;Koopa Village;Koopa Village;;;;;;;;;x
PROV104;Pleasant Path;Pleasant Path;Pleasant Path;;;;;;;;;x
PROV105;Koopa Bros. Fortress;Koopa Bros. Fortress;Koopa Bros. Fortress;;;;;;;;;x
PROV106;East Forever Fortress;East Forever Fortress;East Forever Fortress;;;;;;;;;x
PROV107;South Forever Fortress;South Forever Fortress;South Forever Fortress;;;;;;;;;x
PROV108;Mario's House;Mario's House;Mario's House;;;;;;;;;x
PROV109;Toad Cliffs;Toad Cliffs;Toad Cliffs;;;;;;;;;x
PROV110;Flower Fields;Flower Fields;Flower Fields;;;;;;;;;x
PROV111;Shooting Star Summit;Shooting Star Summit;Shooting Star Summit;;;;;;;;;x
PROV112;Star Way;Star Way;Star Way;;;;;;;;;x
PROV113;Star Haven;Star Haven;Star Haven;;;;;;;;;x
PROV114;Star Way;Star Way;Star Way;;;;;;;;;x
PROV115;Shiver City;Shiver City;Shiver City;;;;;;;;;x
PROV116;Shiver Mountain;Shiver Mountain;Shiver Mountain;;;;;;;;;x
PROV117;Shiver Snowfield;Shiver Snowfield;Shiver Snowfield;;;;;;;;;x
PROV118;Starborn Valley;Starborn Valley;Starborn Valley;;;;;;;;;x
PROV119;Crystal Palace;Crystal Palace;Crystal Palace;;;;;;;;;x
PROV120;Hollijolli Village;Hollijolli Village;Hollijolli Village;;;;;;;;;x
PROV121;Season's Greens;Season's Greens;Season's Greens;;;;;;;;;x
PROV122;Hollijolli Mushroom Patch;Hollijolli Mushroom Patch;Hollijolli Mushroom Patch;;;;;;;;;x
PROV123;Luigi's Mansion;Luigi's Mansion;Luigi's Mansion;;;;;;;;;x
PROV124;Luigi's New Mansion;Luigi's New Mansion;Luigi's New Mansion;;;;;;;;;x
PROV125;Gloomy Manor;Gloomy Manor;Gloomy Manor;;;;;;;;;x
PROV126;Haunted Towers;Haunted Towers;Haunted Towers;;;;;;;;;x
PROV127;Secret Mine;Secret Mine;Secret Mine;;;;;;;;;x
PROV128;Old Clockworks;Old Clockworks;Old Clockworks;;;;;;;;;x
PROV129;Treacherous Mansion;Treacherous Mansion;Treacherous Mansion;;;;;;;;;x
PROV130;Acorn Plains;Acorn Plains;Acorn Plains;;;;;;;;;x
PROV131;Layer Cake Desert;Layer Cake Desert;Layer Cake Desert;;;;;;;;;x
PROV132;Sparkling Waters;Sparkling Waters;Sparkling Waters;;;;;;;;;x
PROV133;Frosted Glacier;Frosted Glacier;Frosted Glacier;;;;;;;;;x
PROV134;Soda Jungle;Soda Jungle;Soda Jungle;;;;;;;;;x
PROV135;Rock Candy Mines;Rock Candy Mines;Rock Candy Mines;;;;;;;;;x
PROV136;Secret Island;Secret Island;Secret Island;;;;;;;;;x
PROV137;Shivering Mountains;Shivering Mountains;Shivering Mountains;;;;;;;;;x
PROV138;Chilly Mountain;Chilly Mountain;Chilly Mountain;;;;;;;;;x
PROV139;Chilly Waters;Chilly Waters;Chilly Waters;;;;;;;;;x
PROV140;Creepy Cavern;Creepy Cavern;Creepy Cavern;;;;;;;;;x
PROV141;Dark Path;Dark Path;Dark Path;;;;;;;;;x
PROV142;Horror Land;Horror Land;Horror Land;;;;;;;;;x
PROV143;Haunted Hideaway;Haunted Hideaway;Haunted Hideaway;;;;;;;;;x
PROV144;Tycoon Town;Tycoon Town;Tycoon Town;;;;;;;;;x
PROV145;Rainbow Castle;Rainbow Castle;Rainbow Castle;;;;;;;;;x
PROV146;Meadow Road;Meadow Road;Meadow Road;;;;;;;;;x
PROV147;Mini-Game House;Mini-Game House;Mini-Game House;;;;;;;;;x
PROV148;Mushroom Village;Mushroom Village;Mushroom Village;;;;;;;;;x
PROV149;Mini-Game Island;Mini-Game Island;Mini-Game Island;;;;;;;;;x
PROV150;Neon Heights (Neon City);Neon Heights (Neon City);Neon Heights (Neon City);;;;;;;;;x
PROV151;Shroom City;Shroom City;Shroom City;;;;;;;;;x
PROV152;Toad Road;Toad Road;Toad Road;;;;;;;;;x
PROV153;Towering Treetop;Towering Treetop;Towering Treetop;;;;;;;;;x
PROV154;Frappe Snowland;Frappe Snowland;Frappe Snowland;;;;;;;;;x
PROV155;Ghost Valley;Ghost Valley;Ghost Valley;;;;;;;;;x
PROV156;Koopa Beach;Koopa Beach;Koopa Beach;;;;;;;;;x
PROV157;Koopa Cape;Koopa Cape;Koopa Cape;;;;;;;;;x
PROV158;Maple Treeway;Maple Treeway;Maple Treeway;;;;;;;;;x
PROV159;Moo Moo Meadows;Moo Moo Meadows;Moo Moo Meadows;;;;;;;;;x
PROV160;Mount Wario;Mount Wario;Mount Wario;;;;;;;;;x
PROV161;Mushroom Bridge;Mushroom Bridge;Mushroom Bridge;;;;;;;;;x
PROV162;Mushroom Gorge;Mushroom Gorge;Mushroom Gorge;;;;;;;;;x
PROV163;Music Park;Music Park;Music Park;;;;;;;;;x
PROV164;Peach Gardens;Peach Gardens;Peach Gardens;;;;;;;;;x
PROV165;Pipe Plaza;Pipe Plaza;Pipe Plaza;;;;;;;;;x
PROV166;Rainbow Road;Rainbow Road;Rainbow Road;;;;;;;;;x
PROV167;Ribbon Road;Ribbon Road;Ribbon Road;;;;;;;;;x
PROV168;Riverside Park;Riverside Park;Riverside Park;;;;;;;;;x
PROV169;Rock Rock Mountain;Rock Rock Mountain;Rock Rock Mountain;;;;;;;;;x
PROV170;Royal Raceway;Royal Raceway;Royal Raceway;;;;;;;;;x
PROV171;Shroom Ridge;Shroom Ridge;Shroom Ridge;;;;;;;;;x
PROV172;Sky Garden;Sky Garden;Sky Garden;;;;;;;;;x
PROV173;Sweet Sweet Canyon;Sweet Sweet Canyon;Sweet Sweet Canyon;;;;;;;;;x
PROV174;Glare Desert;Glare Desert;Glare Desert;;;;;;;;;x
PROV175;Boo Valley;Boo Valley;Boo Valley;;;;;;;;;x
PROV176;Cheep Cheep Falls;Cheep Cheep Falls;Cheep Cheep Falls;;;;;;;;;x
PROV177;Koopa Park;Koopa Park;Koopa Park;;;;;;;;;x
PROV178;Lakitu Valley;Lakitu Valley;Lakitu Valley;;;;;;;;;x
PROV179;Marion;Marion;Marion;;;;;;;;;x
PROV180;Mount Mushmore;Mount Mushmore;Mount Mushmore;;;;;;;;;x
PROV181;Sky Island;Sky Island;Sky Island;;;;;;;;;x
PROV182;Toad Highlands;Toad Highlands;Toad Highlands;;;;;;;;;x
PROV183;Mushroom Valley;Mushroom Valley;Mushroom Valley;;;;;;;;;x
PROV184;Battle Fort;Battle Fort;Battle Fort;;;;;;;;;x
PROV185;Big Boo's Haunt;Big Boo's Haunt;Big Boo's Haunt;;;;;;;;;x
PROV186;Bob-omb Battlefield;Bob-omb Battlefield;Bob-omb Battlefield;;;;;;;;;x
PROV187;Shifting Sand Land;Shifting Sand Land;Shifting Sand Land;;;;;;;;;x
PROV188;Tall Tall Mountain;Tall Tall Mountain;Tall Tall Mountain;;;;;;;;;x
PROV190;Crater Field;Crater Field;Crater Field;;;;;;;;;x
PROV191;Apple Mountain;Apple Mountain;Apple Mountain;;;;;;;;;x
PROV192;Caveman Land;Caveman Land;Caveman Land;;;;;;;;;x
PROV193;Cramalot;Cramalot;Cramalot;;;;;;;;;x
PROV194;Forest of Perpetual Night and Terrible Dangers;Forest of Perpetual Night and Terrible Dangers;Forest of Perpetual Night and Terrible Dangers;;;;;;;;;x
PROV195;Dome City;Dome City;Dome City;;;;;;;;;x
PROV196;Spy Land;Spy Land;Spy Land;;;;;;;;;x
PROV197;Fort Hard Knox;Fort Hard Knox;Fort Hard Knox;;;;;;;;;x
PROV198;Happy Harbour;Happy Harbour;Happy Harbour;;;;;;;;;x
PROV199;Koopacropolis;Koopacropolis;Koopacropolis;;;;;;;;;x
PROV200;Land of Ice;Land of Ice;Land of Ice;;;;;;;;;x
PROV201;Land of Romance;Land of Romance;Land of Romance;;;;;;;;;x
PROV202;Pasta Land;Pasta Land;Pasta Land;;;;;;;;;x
PROV203;Pastadena;Pastadena;Pastadena;;;;;;;;;x
PROV204;River World;River World;River World;;;;;;;;;x
PROV205;Shamrock Kingdom;Shamrock Kingdom;Shamrock Kingdom;;;;;;;;;x
PROV206;Sharewood Forest;Sharewood Forest;Sharewood Forest;;;;;;;;;x
PROV207;Sharewood Village;Sharewood Village;Sharewood Village;;;;;;;;;x
PROV208;Pudding Wonderland;Pudding Wonderland;Pudding Wonderland;;;;;;;;;x
PROV209;Razor Ridge;Razor Ridge;Razor Ridge;;;;;;;;;x
PROV210;Neon Hills;Neon Hills;Neon Hills;;;;;;;;;x
PROV211;Star's Shadow;Star's Shadow;Star's Shadow;;;;;;;;;x
PROV213;Pine Peaks;Pine Peaks;Pine Peaks;;;;;;;;;x
PROV214;Cedar Hills;Cedar Hills;Cedar Hills;;;;;;;;;x
PROV215;Sky High Mountain;Sky High Mountain;Sky High Mountain;;;;;;;;;x
PROV217;Toad Rift;Toad Rift;Toad Rift;;;;;;;;;x
PROV218;Koopa Hollow;Koopa Hollow;Koopa Hollow;;;;;;;;;x
PROV219;Steep Steep Cliffs;Steep Steep Cliffs;Steep Steep Cliffs;;;;;;;;;x
PROV220;Crazed Crag;Crazed Crag;Crazed Crag;;;;;;;;;x
PROV221;Golden Plains;Golden Plains;Golden Plains;;;;;;;;;x
PROV222;Meadow Pastures;Meadow Pastures;Meadow Pastures;;;;;;;;;x
PROV223;Rolling Hills Land;Rolling Hills Land;Rolling Hills Land;;;;;;;;;x
PROV225;Long Long Trail;Long Long Trail;Long Long Trail;;;;;;;;;x
PROV226;Singing Grassland;Singing Grassland;Singing Grassland;;;;;;;;;x
PROV227;Snowflake Hills;Snowflake Hills;Snowflake Hills;;;;;;;;;x
PROV228;Powder Valley;Powder Valley;Powder Valley;;;;;;;;;x
PROV229;Bar Sands;Bar Sands;Bar Sands;;;;;;;;;x
PROV230;Coldlium;Coldlium;Coldlium;;;;;;;;;x
PROV231;Frosty Frosty Tundra;Frosty Frosty Tundra;Frosty Frosty Tundra;;;;;;;;;x
PROV232;Snowflake Valley;Snowflake Valley;Snowflake Valley;;;;;;;;;x
PROV233;Bumpy Mesa;Bumpy Mesa;Bumpy Mesa;;;;;;;;;x
PROV234;Windswept Fields;Windswept Fields;Windswept Fields;;;;;;;;;x
PROV235;Breezy Bluff;Breezy Bluff;Breezy Bluff;;;;;;;;;x
PROV236;Crazy Crag;Crazy Crag;Crazy Crag;;;;;;;;;x
PROV237;Floral Peeks;Floral Peeks;Floral Peeks;;;;;;;;;x
PROV238;Steel Cliffs;Steel Cliffs;Steel Cliffs;;;;;;;;;x
PROV239;Hills of Hate;Hills of Hate;Hills of Hate;;;;;;;;;x
PROV240;Last Light;Last Light;Last Light;;;;;;;;;x
PROV241;Lake T;Lake T;Lake T;;;;;;;;;x
PROV242;Jones' Ridge;Jones' Ridge;Jones' Ridge;;;;;;;;;x
PROV243;Prospector's Prospect;Prospector's Prospect;Prospector's Prospect;;;;;;;;;x
PROV244;Fungus Badlands;Fungus Badlands;Fungus Badlands;;;;;;;;;x
PROV245;Antipasto Ridge;Antipasto Ridge;Antipasto Ridge;;;;;;;;;x
PROV246;Stardust Shadowlands;Stardust Shadowlands;Stardust Shadowlands;;;;;;;;;x
PROV247;Misty Marsh;Misty Marsh;Misty Marsh;;;;;;;;;x
PROV248;Lucky Hills;Lucky Hills;Lucky Hills;;;;;;;;;x
PROV249;Windmill Marsh;Windmill Marsh;Windmill Marsh;;;;;;;;;x
PROV250;Lollipop Lowlands;Lollipop Lowlands;Lollipop Lowlands;;;;;;;;;x
PROV251;Turtle's Teeth;Turtle's Teeth;Turtle's Teeth;;;;;;;;;x
PROV252;Dusty Dunes;Dusty Dunes;Dusty Dunes;;;;;;;;;x
PROV253;Harmony Hills;Harmony Hills;Harmony Hills;;;;;;;;;x
PROV254;Crescendo Ridge;Crescendo Ridge;Crescendo Ridge;;;;;;;;;x
PROV255;Decrescendo Swamp;Decrescendo Swamp;Decrescendo Swamp;;;;;;;;;x
PROV256;Clamshell Riverbank;Clamshell Riverbank;Clamshell Riverbank;;;;;;;;;x
PROV257;Goomba Dunes;Goomba Dunes;Goomba Dunes;;;;;;;;;x
PROV258;Riverside Ranch;Riverside Ranch;Riverside Ranch;;;;;;;;;x
PROV259;Orchard Hill;Orchard Hill;Orchard Hill;;;;;;;;;x
PROV260;Boulder Canyon;Boulder Canyon;Boulder Canyon;;;;;;;;;x
PROV261;Koopa Causeway;Koopa Causeway;Koopa Causeway;;;;;;;;;x
PROV262;Foggy Fields;Foggy Fields;Foggy Fields;;;;;;;;;x
PROV263;Autumn Grove;Autumn Grove;Autumn Grove;;;;;;;;;x
PROV264;Heartbreak Hill;Heartbreak Hill;Heartbreak Hill;;;;;;;;;x
PROV265;Cold Pines;Cold Pines;Cold Pines;;;;;;;;;x
PROV266;Mt Rugged;Mt Rugged;Mt Rugged;;;;;;;;;x
PROV267;High Dry Dry Desert;High Dry Dry Desert;High Dry Dry Desert;;;;;;;;;x
PROV268;Dry Dry Outpost;Dry Dry Outpost;Dry Dry Outpost;;;;;;;;;x
PROV269;Dry Dry Temple Ruins;Dry Dry Temple Ruins;Dry Dry Temple Ruins;;;;;;;;;x
PROV270;Dry Dry Oasis;Dry Dry Oasis;Dry Dry Oasis;;;;;;;;;x
PROV271;Parched Dry Dry Desert;Parched Dry Dry Desert;Parched Dry Dry Desert;;;;;;;;;x
PROV272;Dry Dry Mountains;Dry Dry Mountains;Dry Dry Mountains;;;;;;;;;x
PROV273;Dry Dry Outpost Region;Dry Dry Outpost Region;Dry Dry Outpost Region;;;;;;;;;x
PROV274;Dry Dry Reaches;Dry Dry Reaches;Dry Dry Reaches;;;;;;;;;x
PROV275;Northern Dry Ridge;Northern Dry Ridge;Northern Dry Ridge;;;;;;;;;x
PROV276;Eastern Ruin Area;Eastern Ruin Area;Eastern Ruin Area;;;;;;;;;x
PROV277;Western Ruin Area;Western Ruin Area;Western Ruin Area;;;;;;;;;x
PROV278;Western Dry Dry Desert;Western Dry Dry Desert;Western Dry Dry Desert;;;;;;;;;x
PROV279;Southern Dry Dry Desert;Southern Dry Dry Desert;Southern Dry Dry Desert;;;;;;;;;x
PROV280;Windy Mill;Windy Mill;Windy Mill;;;;;;;;;x
PROV281;Gusty Gultch Town;Gusty Gultch Town;Gusty Gultch Town;;;;;;;;;x
PROV282;Gusty Gultch;Gusty Gultch;Gusty Gultch;;;;;;;;;x
PROV283;Tubba Blubba's Castle;Tubba Blubba's Castle;Tubba Blubba's Castle;;;;;;;;;x
PROV284;West Forever Forest;West Forever Forest;West Forever Forest;;;;;;;;;x
PROV285;Boo's Mansion;Boo's Mansion;Boo's Mansion;;;;;;;;;x
PROV286;Thwomp Volcano;Thwomp Volcano;Thwomp Volcano;;;;;;;;;x
PROV287;Thwomp Highlands;Thwomp Highlands;Thwomp Highlands;;;;;;;;;x
PROV288;Thwomp Foothills;Thwomp Foothills;Thwomp Foothills;;;;;;;;;x
PROV289;E. Gadd Outpost;E. Gadd Outpost;E. Gadd Outpost;;;;;;;;;x
PROV290;Bowser Path;Bowser Path;Bowser Path;;;;;;;;;x
PROV291;Western Gritzy Desert;Western Gritzy Desert;Western Gritzy Desert;;;;;;;;;x
PROV292;Eastern Gritzy Desert;Eastern Gritzy Desert;Eastern Gritzy Desert;;;;;;;;;x
PROV293;Gritzy Caves;Gritzy Caves;Gritzy Caves;;;;;;;;;x
PROV294;Koopaseum;Koopaseum;Koopaseum;;;;;;;;;x
PROV295;Blubble Lake;Blubble Lake;Blubble Lake;;;;;;;;;x
PROV296;Tower of Yikk;Tower of Yikk;Tower of Yikk;;;;;;;;;x
PROV297;Blubble Islands;Blubble Islands;Blubble Islands;;;;;;;;;x
PROV298;Plack Beach;Plack Beach;Plack Beach;;;;;;;;;x
PROV299;Plack Highlands;Plack Highlands;Plack Highlands;;;;;;;;;x
PROV300;East Cavi Cape;East Cavi Cape;East Cavi Cape;;;;;;;;;x
PROV301;Cavi Plains;Cavi Plains;Cavi Plains;;;;;;;;;x
PROV302;West Cavi Cape;West Cavi Cape;West Cavi Cape;;;;;;;;;x
PROV303;Dimble Woods;Dimble Woods;Dimble Woods;;;;;;;;;x
PROV304;Peaceful Wario's Woods;Peaceful Wario's Woods;Peaceful Wario's Woods;;;;;;;;;x
PROV305;Battle Canyon;Battle Canyon;Battle Canyon;;;;;;;;;x
PROV306;Fairy's Forest;Fairy's Forest;Fairy's Forest;;;;;;;;;x
PROV307;Yosu Lake;Yosu Lake;Yosu Lake;;;;;;;;;x
PROV308;Cloud-Bird Mountain;Cloud-Bird Mountain;Cloud-Bird Mountain;;;;;;;;;x
PROV309;Blaze Cave;Blaze Cave;Blaze Cave;;;;;;;;;x
PROV310;Ice Cave;Ice Cave;Ice Cave;;;;;;;;;x
PROV311;Cheep Cheep Waters;Cheep Cheep Waters;Cheep Cheep Waters;;;;;;;;;x
PROV312;Balloon Bridge;Balloon Bridge;Balloon Bridge;;;;;;;;;x
PROV313;Wario's Garden;Wario's Garden;Wario's Garden;;;;;;;;;x
PROV314;Wario's House;Wario's House;Wario's House;;;;;;;;;x
PROV315;Diamond City;Diamond City;Diamond City;;;;;;;;;x
PROV316;Temple of Form;Temple of Form;Temple of Form;;;;;;;;;x
PROV317;Greenhorn Forest;Greenhorn Forest;Greenhorn Forest;;;;;;;;;x
PROV318;Greenhorn Ruins;Greenhorn Ruins;Greenhorn Ruins;;;;;;;;;x
PROV319;Horror Manor;Horror Manor;Horror Manor;;;;;;;;;x
PROV320;Wonky Circus;Wonky Circus;Wonky Circus;;;;;;;;;x
PROV321;Beanstalk Way;Beanstalk Way;Beanstalk Way;;;;;;;;;x
PROV322;Mirror Mansion;Mirror Mansion;Mirror Mansion;;;;;;;;;x
PROV323;Decalburg;Decalburg;Decalburg;;;;;;;;;x
PROV324;Surfshine Harbour;Surfshine Harbour;Surfshine Harbour;;;;;;;;;x
PROV325;Warm Fuzzy Plains;Warm Fuzzy Plains;Warm Fuzzy Plains;;;;;;;;;x
PROV326;Bouquet Gardens;Bouquet Gardens;Bouquet Gardens;;;;;;;;;x
PROV327;Water's Edge Way;Water's Edge Way;Water's Edge Way;;;;;;;;;x
PROV328;Hither Thither Hill;Hither Thither Hill;Hither Thither Hill;;;;;;;;;x
PROV329;Whammino Mountain;Whammino Mountain;Whammino Mountain;;;;;;;;;x
PROV330;Goomba Fortress;Goomba Fortress;Goomba Fortress;;;;;;;;;x
PROV331;Leaflittler Path;Leaflittler Path;Leaflittler Path;;;;;;;;;x
PROV332;The Bafflewood;The Bafflewood;The Bafflewood;;;;;;;;;x
PROV333;Wiggler's Woods;Wiggler's Woods;Wiggler's Woods;;;;;;;;;x
PROV334;Strike Lake;Strike Lake;Strike Lake;;;;;;;;;x
PROV335;Loop Loop River;Loop Loop River;Loop Loop River;;;;;;;;;x
PROV336;Outlook Point;Outlook Point;Outlook Point;;;;;;;;;x
PROV337;Rustle Burrow;Rustle Burrow;Rustle Burrow;;;;;;;;;x
PROV338;Tree Branch Trail;Tree Branch Trail;Tree Branch Trail;;;;;;;;;x
PROV339;Gauntlet Pond;Gauntlet Pond;Gauntlet Pond;;;;;;;;;x
PROV340;Stump Glade;Stump Glade;Stump Glade;;;;;;;;;x
PROV341;Holey Thicket;Holey Thicket;Holey Thicket;;;;;;;;;x
