####################################################
#    TURTLESHROOM PRODUCTIONS PROUDLY PRESENTS     #
# THE EXTENSTION TO AVROLANCASTER'S RELIGIOUS WORK #
####################################################
################################
# GOD LISTS AND EVIL GOD LISTS #
################################
MUSHROOM_KADABRA;Mushroom-Kadabra;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_BOOTY;The Booty;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PLUNDER;Plunder;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PLUNDER_CHEST;Plunder Chest;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_PLUNDER_CHEST;The Plunder Chest;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_IMPURE_VOICE;The Impure Voices;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_KOOPALINGS;The Koopalings;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_KOOPA_TROOP;The Koopa Troop;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CACKLETTA;Cackletta;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
FAWFUL;Fawful;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BOWLETTA;Bowletta;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BOWSETTE;Bowsette;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PEACHOWSER;Peachowser;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_DARKNESS;The Darkness;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_MUSHROOM_JEANIE;The Mushroom Jeanie;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
SADNESS;Sadness;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
MISERY;Misery;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
KAMEK;Kamek Koopa;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
KAMMY;Kammy Koopa;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ELDER_PRINCESS_SHROOB;Elder Princess Shroob;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ELDER_ROYAL_SHROOB;Elder Royal Shroob;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EXOR;Exor;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_FACTORY;Smithy's Factory;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_KREMLINGS;The Kremlings;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
K_ROOL;K. Rool;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TIKI_TONG;Tiki-Tong;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CONFORMITY;Conformity;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
FUNGUS_POCUS;Fungus Pocus;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
AL_KOOPONE;Al Koopone;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DON_PIANTA;Don Pianta;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_GODFATHER;The Godfather;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_DON;The Don;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_BOSS;The Boss;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THIS_THING_OF_OURS;This Thing of Ours;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_FAMILY;The Family;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BANKRUPTCY;Bankruptcy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GENOROSITY;Genorosity;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DA_POPO;The Popo;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_POLICE;the police forces;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BETRAYAL;Betrayal;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
SHADOW_MARIO;Shadow Mario;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
VIM;Vim;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PRESIDENT_KOOPA;President Koopa;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVOLUTION;Evolution;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_TRUE_MAN;The Dinosaur Humans;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TRUE_MANKIND;Dinosaur Mankind;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_AUROREUS;Auroreus;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_THE_UNCONQUERABLE_SUN;The Unconquerable Sun;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GOD_CHAOS_HEART;The Chaos Heart;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_PURE_HEARTS;The Pure Hearts;FRENCH;GERMAN;;SPANISH;;;;;;;;X
PROPHET_MAN_IN_RED;The Man in Red;FRENCH;GERMAN;;SPANISH;;;;;;;;X
PROPHET_MAN_IN_GREEN;The Man in Green;FRENCH;GERMAN;;SPANISH;;;;;;;;X
PROPHET_COUNT_BLECK;Count Bleck;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_DIMENTIO;Dimentio;FRENCH;GERMAN;;SPANISH;;;;;;;;X
PROPHET_NASTASIA;Nastasia;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_PIXL_QUEEN;The Pixl Queen;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_TRIBE_OF_DARKNESS;The Tribe of Darkness;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_THE_ANCIENTS;The Tribe of Ancients;FRENCH;GERMAN;;SPANISH;;;;;;;;X
PROPHET_FOUR_SAGES;The Four Sages;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_THE_WORLD_TURTLE;The World Turtle;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_THE_FIRST_KOOPAS;The First Koopas;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_THE_ANCESTORS;The Ancestors;FRENCH;GERMAN;;SPANISH;;;;;;;;X
PROPHET_THE_INCARNATE;The World Turtle Incarnate;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_ALMIGHTY_GOOMBA;The Almighty Goomba;FRENCH;GERMAN;;SPANISH;;;;;;;;X
UNITY;Unity;FRENCH;GERMAN;;SPANISH;;;;;;;;X
DISUNITY;Disunity;FRENCH;GERMAN;;SPANISH;;;;;;;;X
THE_FOEMAN;The Foeman;FRENCH;GERMAN;;SPANISH;;;;;;;;X
PROPHET_GREATEST_GOOMPA;Greatest Goompa;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GREAT_THUNDER_DRAGON;The Great Thunder Dragon;FRENCH;GERMAN;;SPANISH;;;;;;;;X
THUNDER_DRAGONS;Thunder Dragons;FRENCH;GERMAN;;SPANISH;;;;;;;;X
THE_STORM;The Storm;FRENCH;GERMAN;;SPANISH;;;;;;;;X
####################
# OTHER NAME LISTS #
####################
PACIFICATION;Pacification;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PURGE;Purge;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ROSALINA_BACKSTORY;Rosalina's Storybook;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BEAN_BEAN_HISTORY;the Beanbean Kingdom's history;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WAR_OF_THE_DAWN;War of the Dawn;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
IMMORTAL_BELLS;The Immortal Bells of the Moon;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
CONSUMPTION;Consumption;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INFESTATION;Infestation;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
FACTORY_INVENTORY;The Factory's Inventory;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GREAT_CONQUEST;Great Conquest;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
GO_TO_THE_MATTRESSES;Go To the Mattresses;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
KOOPOMERTA;The Koopomertà;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BOWSER_CREED;Bowser's Creed;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
WARIO;Wario;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
MILLI_VANILLI;Milli Vanilli;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
DRY_DRY_RUNES;The Dry Dry Runes;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
OIL_LAMP_MAINTENANCE;Oil Lamp Maintenance;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
YOSHI_STORY;The Yoshi Stories;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PRESERVATION_OF_DINO_KIND;Preservation of Dino-Kind;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
LEGACY_OF_THE_METEORITE;Legacy of the Meteorite;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_ORIGIN_OF_SPECIES;The Origin of Species;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
BOOK_OF_THE_DAWN;Book of the Dawn;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
KONQ_QUEST;Kong Quest;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
THE_DARK_PROGNOSTICUS;The Dark Prognosticus;FRENCH;GERMAN;;SPANISH;;;;;;;;X
THE_LIGHT_PROGNOSTICUS;The Light Prognosticus;FRENCH;GERMAN;;SPANISH;;;;;;;;X
THE_PROGNOSTICI;The Prognosticus Texts;FRENCH;GERMAN;;SPANISH;;;;;;;;X
PROPHETIC_INVASION;Prophetic Invasion;FRENCH;GERMAN;;SPANISH;;;;;;;;X
THE_LAW;Foreign Law;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOOMBA_LAW;Goomba Law;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOOMBA_BREVIARY;Universal Goomba Breviary;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_LUNAR;The Moon;FRENCH;GERMAN;;SPANISH;;;;;;;;X
GOD_MOON_GODDESS;The Moon Goddess;FRENCH;GERMAN;;SPANISH;;;;;;;;X
THE_LUNAR_TRUTHS;The Lunar Truths;FRENCH;GERMAN;;SPANISH;;;;;;;;X
##########
# GROUPS #
##########
astrotheology;Astrotheology;FRENCH;GERMAN;;SPANISH;;;;;;;;X
lunatheology;Lunatheology;FRENCH;GERMAN;;SPANISH;;;;;;;;X
dogmatic;Doctrinaire;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
outlaw;Outlaw;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kong_group;Kongobongo;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
movie_religion_group;Evo-Extradimensional;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
pagan_group;Primitive;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
prognosticus_group;Prognostic;French;German;;Spanish;;;;;;;;;x
##############################
# RELIGIONS AND DESCRIPTIONS #
##############################
seven_stars;Astrotheology;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
seven_stars_DESC;Astrotheology is a diverse, expansive religion that proclaims the seven benevolent Star Spirits as the supreme masters of the universe. The Star Spirits reside in the mortal coil, in a far-off place called Star Haven, that can only be reached over the Star Road, starting from Shooting Star Summit. Focused deeply on making wishes and requests to the Star Spirits, the Star Spirits can only use the full scope of their power and divinity when in possession of the Star Rod, a divine instrument that can make any wish they so choose come true. Nearly all other sentient stellar lifeforms are derived from or serve the Star Spirits, and include, in order of importance, the Grand Stars, Power Stars, Lumas (infant Power Stars), and the Star Kids. In addition to the Star Spirits and other stars, there is a host of angel-esque creatures that are revered or worshipped, such as Geno, the guardian of the Star Road, the Star Sprites, who sealed the Dark Star, and Rosalina, who shelters Lumas until they mature into Power Stars.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
rosalina_worship;Rosalina Worship;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
rosalina_worship_DESC;This religion is centered around Rosalina, the immortal human protector of baby Power Stars, called Lumas. A servant of the Star Spirits on the same seniority as Geno and the Star Sprites, Rosalina oversees, shelters, and guards all Lumas, Power Stars, and Grand Stars. In contrast to mainstream Astrotheology, which acknowledges Rosalina as an "archangel" of sorts under the Star Spirits, Rosalina worshippers consider Rosalina to be equal to, or superior to, the Star Spirits and even the Star Rod.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kong_religion;Crystal Coconut;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
kong_religion_DESC;The worship of the Crystal Coconut, the prophetic idol of the Kongs. Brought to the Tropical Archipelago of Kongo Bongo by the Kremling pirate Kaptain Skurvy, the Crystal Coconut has been the source of conflict on the island for centuries. Its prophetic power, and seemingly alien intelligence being a great boon for those who hold it. Traditions amongst the Kongs who worship the Crystal Coconut are the collection of banana hordes as a show of prosperity, and the changing of one's name at certain points of one's life, such as important life-changing crossroads, or the beginning of one's golden years.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
twilight_towner_reformed;Twilight;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
twilight_towner_reformed_DESC;The reformed religion of the people of Twilight Town is organized into a traditional church structure, and centred around the worship of the source of all life, the Moon, at the Creepy Steeple.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###Defining features in-game:\n§Y*§! The Twilit Pope may excommunicate Twilight Towner faithful \n§Y*§! The Twilit Pope may grant divorces \n§Y*§! The Twilit Pope may grant claims and sanction invasions \n§Y*§! Secular lords may not rule directly over temple holdings \n§Y*§! Only males may be priests \n§Y*§! Priests are excluded from the line of succession \n§Y*§! In the secular realm Female Twilight Towners are viewed equally to males \n§Y*§! Even if the Twilit Pope holds no land, the title will exist forever;FRENCH;GERMAN;;SPANISH;;;;;;;;;x###
# Formist/Temple of Form description was primarily written by Empoleon Blownaparte with help from Iustinius, and religion concept and mechanics are his work
temple_of_form;Temple of Form;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
temple_of_form_DESC;The Temple of Form is the epicenter, spiritual nexus, and core of Formist belief, located on the outskirts of Diamond City. It is the origin and site of pilgrimage for all Formists. Grouped with absurdism and the Prophecy of Grey in thought, Formists believe life to be meaningless and absurd from the surface to the core, and that a life focusing on "important" things, like glory and legacy, is a life wasted. To Formists, to live in the moment is to be fulfilled for eternity, and to strive for one's own ideals is the greatest ideal of all. The Formists worship an infinite number of entities known as "The Forms", who are the embodiments of mundanity and individually represent lifestyles, situations, and goals. The leader of the Forms is an entity known as the Narrator, who is said to speak aloud the events of all lives as they happen.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
power_moon_worship;Power Moon Worship;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
power_moon_worship_DESC;Contrasted with the Power Stars are the weaker, but more common, Power Moons. They are a source of energy for many applications, divine and mundane, throughout the Odyssey continents, and, like Power Stars, are connected to both Rosalina and the Star Spirits. This religion reveres the Moon, primarily as a semi-sentient Guardian Entity, bringer of life, and source of their main resource, and does not reject the pantheon of Astrotheology. Traditions in Power Moon Worship include an emphasis on Love as the most powerful emotion, and the Odyssey, a pilgrimage that begins from the northwest in the moon-blessed lands of Cap Kingdom to the fallen spires of the Ruined Kingdom, with modern technological advances making a trip to the Moon itself the proper end of the prilgrimage.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
beanstar_faith;Beanstar;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
beanstar_faith_DESC;The Beanstar is a minor Star Spirit and the protector of the Beanbean Kingdom. Independent from the Star Rod, the Beanstar has the capacity to grant all wishes made unto it without discretion or discrimination to that wish's intent. Due to this potential for abuse, the Beanstar rests in a deep sleep at the behest of the Star Sprites, sealed somewhere in the Beanbean Kingdom. Only the voice of someone who is truly pure of heart can awaken the Beanstar and make their wish.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dryite_pagan;Dryite Pagan;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dryite_pagan_DESC;Dryite Paganism refers to the ancient religion of the Dry Dry Kingdom and its inhabitants before the Criminals' Rebellion against King Mousta, which brought that realm to its end. It acknowledges the pantheon of Astrotheology but places emphasis in the divinity of the sun itself. It also reveres the mystical genies of the world, seeing them as messengers, escourts, and righteous beings.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dryite_pagan_reformed;Dry Dry Paganism;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
dryite_pagan_reformed_DESC;At last, the Dryite Pagans once again control enough of Dry Dry Desert to become an international powerhouse! The reformed Dryite Pagan faith has organized its pantheon and settled theological disputes between itself and Astrotheology on the roles and purpose of the Star Spirits. The manuscripts salvaged from the Dry Dry Ruins and other archeological sites have at last been compiled into one universal canon, and an organized liturgy and priesthood now guards the truths buried beneath the sands.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mario_party_genies_worship;Djinn Worship;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
mario_party_genies_worship_desc;After the reformation and reorganization of Dry Dry Paganism, some dissident sects broke away after the standardization of worship of the Star Spirits and reconciliation with Astrotheology. These sects primarily declare the divinity and supremacy of the Mushroom Djinn's and other genies' wish-granting capacity to the power of the Star Rod, while seeing the Mushroom Jeanie as a force of black magic.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
piracy;Piracy;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
piracy_DESC;Pirates have but one god, and that is plunder. \nA pirate holds no allegiance to a Crown or star, has no servitude except to his own ambition, honors no virtues except towards his crew, and never holds back on seizing the booty. For a pirate, there are two types of things in the world: that which pirates have, and that which pirates have yet to take.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
al_koopone;Organized Crime;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
al_koopone_DESC;In the cruel streets of Crime Land, behind closed blinds in Delfinite verandas at sunset, or roaming the streets of Rogueport, there exists another world that is a law unto itself. Gilded in silver duct tape, the mafias, gangs, and thief guilds of the Mushroom World honor the Koopomerta- the Oath of Silence -and cooperate as one to enrich themselves at the expense of others. Led by legends like the great Al Koopone of Crime Land (a rare example of a Bowser Koopa unrelated to Bowser himself) and the bloodthirsty Don Pianta of Rogueport and Isle Delfino, such sporadic gangs compete for glory, wealth, and enrichment. Membership is voluntary and anyone may leave the Family without worry, but may the Stars have mercy on anyone who betrays the trust and silence of "this thing of ours" when they are gone.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
movie_cult;Portal Guardians;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
movie_cult_DESC;Once upon a time, a great Meteorite struck the earth- long theorized to be the ancestral home world of men like the Mario Brothers and the New Donkers. This massive destruction of that planet, so the abominations claim, created a third dimension where non-sentient dinosaurs gradually came to mirror the sentient dinosaurs of Dinosaur Land, except that they took the appearence of man. That world was ransacked and polluted in a search for resources, eventually depopulating most of itself aside from the global capital. The ruler of the planet, King Reznor, was overthrown by the military under the leadership of the corrupt President Koopa (unrelated to Bowser Koopa), who promised the dinosaur men a new world on the other side./nThis monastic religion once worshipped the psychic energy created by the Meteorite, protecting it and its inhabitants by secretly controlling the Crown. However, the rise of President Koopa's junta corrupted the faith as the clergy was purged and staffed with loyalists. Now, it is a grotesque mockery of itself: a tool to accomplish President Koopa's will and nothing else.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
## Generic witchcraft worship, as conceived by Iustinius and Empoleon Blownaparte ##
witchcraft;Witchcraft;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
witchcraft_DESC;An umbrella term for those who dabble in the art of black magic, witches are those who dive deep into things considered profane. From Tarot Readings and speaking to the dead to summoning demons and hexing their foes, witches are known for their control over things deemed unholy by most faiths. One's reasoning for a witch's descent into darkness can range from the benign belief that the divines approve of braving the profane, to the truly depraved, such as a dark tyrant solidifying his rule through dark spells and devilish sacrements, as well as everything in between. Cultures steeped in Witchcraft tend to forgo traditional morality for ideals such as power over others and knowledge of the world's deepest secrets. Those who tread this dark path take pride in being feared by those they claim do not understand them.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
## This religion was conceived by Iustinius and Empoleon Blownaparte, among others, by huge popular demand ##
pianta_imperialism;Unconquerable Sun;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
pianta_imperialism_desc;The Cult of the Unconquerable Sun is a militarized version of the traditional Shine Sprite worship of Isle Delfino and its surrounding archipelago. It states that the Delfinite culture must be spread to every corner of the world, that the sun might shine eternally over its chosen people. As told in the Book of the Dawn, the peoples of the Delfinite archipelago were once as peaceful as could be, until the first ruler of the ancient Empire of the Sun united the archipelago islands. That is when Auroreus, the monotheistic master of the Cosmos, made himself known to him, believing the emperor would be the first of many to carry out his will and told him to write down everything he had to say, such as how he is the one who gave the Piantas the Shine Sprites, that all of the stars, including the sun and the Star Spirits, are his eyes keeping watch over ongoing events, and that the world must be controlled by them in order to bring the Light of the Sun, and his words, to everyone and keep it that way forever.\n However, detractors say that Auroreus and this so-called ancient empire are completely made up, as history has never recorded a full unification of the entire Delfino archipelago. They claim this "religion" exists to legitimize expansionist ambitions and to spread that imperialist fervor into the mindset of all of the Piantas.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
## This religion was conceived by Empoleon Blownaparte and Iustinius as a filler for non-aligned Koopas that did not worship Bowser or Astrotheology ##
koopa_pagan;World Turtle;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
koopa_pagan_desc;The traditional faith of the ancient Koopa races is extinct in its own homelands since the rise of the Koopa dynasty and their own invented faith, but it still exists in small pockets throughout the world. Koopa Paganism varies due to the wide berth of Koopa homelands, from the Bowsers of the Darklands to the ancient Shellcreepers of the Odyssey continents. Things shared by all Koopa pagans include: the posthumous worship of an entity known as the "World Turtle", a giant Koopa-like being whose corpse is now literally the Mushroom World, the idea that this World Turtle's soul will one day incarnate as a saviour-figure for the Koopas, and ancestor veneration. Pagan Koopas believe all life to have evolved from the bacteria within the World Turtle's body.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
koopa_pagan_reformed;Church of the World Turtle;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
koopa_pagan_reformed_desc;From the brink of extinction, the faith of the World Turtle rises from the ashes to win the hearts, minds, and souls of Koopas everywhere! The reformed Church of the World Turtle contains organized liturgies and authenticated sacred texts compiled from the earliest known sources into one canon. Established clergy and temple worship now replaces the hilltop shrines and diviners of old. The righteous soul that managed to rescue the faith from death and organize its believers is considered the Savior and World Turtle incarneate and is worshipped by all the faithful.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
## Content courtesy of Empoleon and friends ##
## Note: the Almighty Goomba is canonical ##
goomba_pagan;Goomba Tribalism;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
goomba_pagan_desc;Goombas do not have a proper traditional faith beyond the idea of a progenitor, creator-god entity known as "The Almighty Goomba", but instead they tend to fall under the teachings of whatever ruler they currently have, and many Goomba traditionalists syncretize their deity to be the greatest servant of the local deity proper. This syncretized deity is always strong and steadfast in service, whether to the Stars, the World Turtle, Aster, the Forms, or so on. Goombas have a tribalistic, highly complex social structure based around family units and a focus on community.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
goomba_pagan_reformed;Universal Goomba Church;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
goomba_pagan_reformed_desc;Merely minions no more, the Goombas have nominally united under a single banner! Their complex social structure has evolved a semi-religious belief that all Goombas are one family under one race-wide Patriarch or Matriarch, second only to the Almighty Goomba, benevolent master of all and progenitor of life.;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
##Content Courtesy of Empoleon##
dark_prognosticus;Prophecy of Darkness;FRENCH;GERMAN;;SPANISH;;;;;;;;X
