#######################################################
#      TURTLESHROOM PRODUCTIOSN PROUDLY PRESENTS      #
# SUPER MARIO MOD COUNTY-LEVEL PROVINCES LOCALIZATION #
#######################################################
c_serrano_sound;Serrano Sound;;;;;;;;;;x
c_bell_highlands;Bell Pepper Highlands;;;;;;;;;;x
c_blood_orange_bay;Blood Orange Bay;;;;;;;;;;x
c_sweet_orange_island;Sweet Orange Island;;;;;;;;;;x
c_grapefruit_harbour;Grapefruit Harbor;;;;;;;;;;x
c_lemon_anchorage;Lemon Anchorage;;;;;;;;;;x
c_lime_lagoon;Lime Lagoon;;;;;;;;;;x
c_tangerine_beach;Tangerine Beach;;;;;;;;;;x
c_lavalava_beach;Lavalava Beach;;;;;;;;;;x
c_yoshi_village;Yoshi Village;;;;;;;;;;x
c_mt_lavalava;Mount Lavalava;;;;;;;;;;x
c_north_jade_jungle;Northern Jade Jungle;;;;;;;;;;x
c_south_jade_jungle;Southern Jade Jungle
c_toad_town;Toad Town;;;;;;;;;;x
c_peach_castle;Peach's Castle Capitol;;;;;;;;;;x
c_west_goomba_road;Western Goomba Road;;;;;;;;;;x
c_east_goomba_road;Eastern Goomba Road;;;;;;;;;;x
c_goomba_fortress;Goomba Fortress;;;;;;;;;;x
c_goomba_village;Goomba Village;;;;;;;;;;x
c_miracle_landing;Miracle Landing;;;;;;;;;;x
c_koopa_village;Koopa Village;;;;;;;;;;x
c_pleasant_path;Pleasant Path;;;;;;;;;;x
c_koopa_bros_fortress;Koopa Brothers' Fortress;;;;;;;;;;x
c_east_forever_forest;Eastern Forever Forest;;;;;;;;;;x
c_south_forever_forest;Southern Forever Forest;;;;;;;;;;x
c_mario_house;Mario's House;;;;;;;;;;x
c_toad_cliffs;Toad Cliffs;;;;;;;;;;x
c_flower_fields;Flower Fields;;;;;;;;;;x
c_shooting_star_summit;Shooting Star Summit;;;;;;;;;;x
c_star_way;Star Way;;;;;;;;;;x
c_star_haven;Star Haven;;;;;;;;;;x
c_star_way;Star Way;;;;;;;;;;x
c_shiver_city;Shiver City;;;;;;;;;;x
c_shiver_mountain;Shiver Mountain;;;;;;;;;;x
c_shiver_snowfield;Shiver Plains;;;;;;;;;;x
c_starborn_valley;Starborn Valley;;;;;;;;;;x
c_crystal_palace;Crystal Palace;;;;;;;;;;x
c_hollijolli_village;Hollijolli Village;;;;;;;;;;x
c_seasons_greens;Season's Greenings;;;;;;;;;;x
c_hollijolli_mushroom_patch;Hollijolli Fairy Ring;;;;;;;;;;x
c_luigis_mansion;Luigi's Mansion;;;;;;;;;;x
c_luigis_new_mansion;Luigi's New Mansion;;;;;;;;;;x
c_gloomy_manor;Gloomy Manor;;;;;;;;;;x
c_haunted_towers;Haunted Towers;;;;;;;;;;x
c_secret_mine;Secret Mine;;;;;;;;;;x
c_acorn_plains;Acorn Plains;;;;;;;;;;x
c_layer_cake_desert;Layer Cake Desert;;;;;;;;;;x
c_sparkling_waters;Sparkling Waters;;;;;;;;;;x
c_frosted_glacier;Frosted Glacier;;;;;;;;;;x
c_soda_jungle;Soda Jungle;;;;;;;;;;x
c_rock_candy_mines;Rock Candy Mines;;;;;;;;;;x
c_secret_island;Secret Island;;;;;;;;;;x
c_shivering_mountains;Shivering Mountains;;;;;;;;;;x
c_chilly_mountain;Chilly Mountain;;;;;;;;;;x
c_chilly_waters;Chilly Waters;;;;;;;;;;x
c_creepy_cavern;Creepy Cavern;;;;;;;;;;x
c_dark_path;Dark Path;;;;;;;;;;x
c_horror_land;Horror Land;;;;;;;;;;x
c_haunted_hideaway;Haunted Hideaway;;;;;;;;;;x
c_tycoon_town;Tycoon Town;;;;;;;;;;x
c_meadow_road;Meadow Road;;;;;;;;;;x
c_mushroom_village;Mushroom Village;;;;;;;;;;x
c_minigame_island;Minigame Island;;;;;;;;;;x
c_neon_heights;Neon Heights;;;;;;;;;;x
c_shroom_city;Shroom City;;;;;;;;;;x
c_toad_road;Toad Road;;;;;;;;;;x
c_towering_treetop;Towering Treetop;;;;;;;;;;x
c_frappe_snowland;Frappe Snow Land;;;;;;;;;;x
c_ghost_valley;Ghost Valley;;;;;;;;;;x
c_koopa_beach;Koopa Beach;;;;;;;;;;x
c_koopa_cape;Koopa Cape;;;;;;;;;;x
c_maple_treeway;Maple Treeway;;;;;;;;;;x
c_moo_moo_meadows;Moo Moo Meadows;;;;;;;;;;x
c_mount_wario;Mount Wario;;;;;;;;;;x
c_mushroom_bridge;Mushroom Bridge;;;;;;;;;;x
c_mushroom_gorge;Mushroom Gorge;;;;;;;;;;x
c_music_park;Musical Park;;;;;;;;;;x
c_peach_gardens;Peach Gardens;;;;;;;;;;x
c_pipe_plaza;Pipe Plaza;;;;;;;;;;x
c_rainbow_road;Rainbow Road;;;;;;;;;;x
c_ribbon_road;Ribbon Road;;;;;;;;;;x
c_riverside_park;Riverside Park;;;;;;;;;;x
c_rock_rock_mountain;Rock Rock Mountain;;;;;;;;;;x
c_shroom_ridge;Shroom Ridge;;;;;;;;;;x
"c_sweet_sweet_canyon;Sweet, Sweet Canyon;;;;;;;;;;x"
c_glare_desert;Glare Desert;;;;;;;;;;x
c_boo_valley;Boo Valley;;;;;;;;;;x
c_cheep_cheep_falls;Cheep Cheep Falls;;;;;;;;;;x
c_koopa_park;Koopa Park;;;;;;;;;;x
c_lakitu_valley;Lakitu Valley;;;;;;;;;;x
c_marion;Marion;;;;;;;;;;x
c_mount_mushmore;Mount Mushmore;;;;;;;;;;x
c_sky_island;Sky Island;;;;;;;;;;x
c_mushroom_valley;Mushroom Valley;;;;;;;;;;x
c_battle_fort;Battle Fort;;;;;;;;;;x
c_big_boos_haunt;Big Boo's Haunt;;;;;;;;;;x
c_bob_omb_battlefield;Bob-omb Battlefield;;;;;;;;;;x
c_shifting_sand_land;Shifting Sand Land;;;;;;;;;;x
"c_tall_tall_mountain;Tall, Tall Mountain;;;;;;;;;;x"
c_whomps_fortress;Whomp's Fortress;;;;;;;;;;x
c_crater_field;Crater Field;;;;;;;;;;x
c_apple_mountain;Apple Mountain;;;;;;;;;;x
c_caveman_land;Cavemand Land;;;;;;;;;;x
c_forest_of_perpetual_night_and_terrible_dangers;Forest of Hate;;;;;;;;;;x
c_dome_city;Dome City;;;;;;;;;;x
c_spy_land;Spy Land;;;;;;;;;;x
c_fort_hard_knox;Fort Hard Knox;;;;;;;;;;x
c_happy_harbour;Happy Harbor;;;;;;;;;;x
c_koopacropolis;Koopacropolis;;;;;;;;;;x
c_land_of_ice;Land of Ice;;;;;;;;;;x
c_land_of_romance;Land of Romance;;;;;;;;;;x
c_pasta_land;Pasta Land;;;;;;;;;;x
c_pastadena;Pastadena;;;;;;;;;;x
c_river_world;River World;;;;;;;;;;x
c_shamrock_kingdom;Shamrock;;;;;;;;;;x
c_sharewood_forest;Sharewood Forest;;;;;;;;;;x
c_sharewood_village;Sharewood Village;;;;;;;;;;x
c_pudding_wonderland;Pudding Wonderland;;;;;;;;;;x
c_razor_ridge;Razor Ridge;;;;;;;;;;x
c_neon_hills;Neon Hills;;;;;;;;;;x
c_stars_shadow;Star's Shadow;;;;;;;;;;x
c_chilly_snowfield;Chilly Snowfield;;;;;;;;;;x
c_pine_peaks;Pine Peaks;;;;;;;;;;x
c_cedar_hills;Cedar Hills;;;;;;;;;;x
c_sky_high_mountain;Sky High Mountain;;;;;;;;;;x
c_shivering_woods;Shivering Woods;;;;;;;;;;x
c_koopa_hollow;Koopa Hollow;;;;;;;;;;x
c_steep_steep_cliffs;Steep Steep Cliffs;;;;;;;;;;x
c_crazed_crag;Crazed Crag;;;;;;;;;;x
c_golden_plains;Golden Plains;;;;;;;;;;x
c_meadow_pastures;Meadow Pastures;;;;;;;;;;x
c_rolling_hills_land;Rolling Hills Land;;;;;;;;;;x
c_swing_expanse;Swing Expanse;;;;;;;;;;x
"c_long_long_trail;Long, Long Trail;;;;;;;;;;x"
c_singing_grassland;Singing Grassland;;;;;;;;;;x
c_snowflake_hills;Snowflake Hills;;;;;;;;;;x
c_powder_valley;Powder Valley;;;;;;;;;;x
c_bar_sands;Bar Sands;;;;;;;;;;x
c_coldlium;Coldlium;;;;;;;;;;x
c_frosty_frosty_tundra;Frosty Frosty Tundra;;;;;;;;;;x
c_snowflake_valley;Snowflake Valley;;;;;;;;;;x
c_bumpy_mesa;Bumpy Mesa;;;;;;;;;;x
c_windswept_fields;Windswept Fields;;;;;;;;;;x
c_breezy_bluff;Breezy Bluff;;;;;;;;;;x
c_crazy_crag;Crazy Crag;;;;;;;;;;x
c_floral_peaks;Floral Peaks;;;;;;;;;;x
c_steel_cliffs;Steel Cliffs;;;;;;;;;;x
c_hills_of_hate;Hills of Hate;;;;;;;;;;x
c_last_light;Last Light;;;;;;;;;;x
c_lake_t;Lake-T;;;;;;;;;;x
c_jones_ridge;Tyler Jones' Ridge;;;;;;;;;;x
c_prospectors_prospect;Prospectors' Prospect;;;;;;;;;;x
c_fungus_badlands;Fungal Badlands;;;;;;;;;;x
c_antipasto_ridge;Antipasto Ridge;;;;;;;;;;x
c_stardust_shadowlands;Stardust Shadow Lands;;;;;;;;;;x
c_misty_marsh;Misty Marsh;;;;;;;;;;x
c_lucky_hills;Lucky Hills;;;;;;;;;;x
c_windmill_marsh;Windmill Marsh;;;;;;;;;;x
c_lollipop_lowlands;Lollipop Lowlands;;;;;;;;;;x
c_turtles_teeth;Turtle's Teeth;;;;;;;;;;x
c_dusty_dunes;Dusty Dunes;;;;;;;;;;x
c_harmony_hills;Harmony Hills;;;;;;;;;;x
c_crescendo_ridge;Crescendo Ridge;;;;;;;;;;x
c_decrescendo_swamp;Decrescendo Swamp;;;;;;;;;;x
c_clamshell_riverbank;Clamshell Riverbank;;;;;;;;;;x
c_goomba_dunes;Goomba Dunes;;;;;;;;;;x
c_riverside_ranch;Riverside Ranch;;;;;;;;;;x
c_orchard_hill;Orchard Hill;;;;;;;;;;x
c_boulder_canyon;Boulder Canyon;;;;;;;;;;x
c_koopa_causeway;Koopa Kauseway;;;;;;;;;;x
c_foggy_fields;Foggy Fields;;;;;;;;;;x
c_heartbreak_hill;Heartbreak Hill;;;;;;;;;;x
c_cold_pines;Cold Pines;;;;;;;;;;x
c_mt_rugged;Mount Rugged;;;;;;;;;;x
c_high_dry_dry_desert;Greater Dry Dry Desert;;;;;;;;;;x
c_dry_dry_outpost;Dry Dry Outpost;;;;;;;;;;x
c_dry_dry_ruins;Mousta's Palace;;;;;;;;;;x
c_dry_dry_oasis;Dry Dry Oasis;;;;;;;;;;x
c_parched_dry_dry_desert;Lesser Dry Dry Desert;;;;;;;;;;x
c_dry_dry_mountains;Dry Dry Mountains;;;;;;;;;;x
c_dry_dry_outpost_region;Lesser Dry Dry Outposts;;;;;;;;;;x
c_dry_dry_reaches;Dry Dry Reaches;;;;;;;;;;x
c_northern_dry_ridge;Northern Dry Dry Ridge;;;;;;;;;;x
c_eastern_ruin_area;Eastern Mousta;;;;;;;;;;x
c_western_ruin_area;Western Mousta;;;;;;;;;;x
c_western_dry_dry_desert;Western Dry Dry Desert;;;;;;;;;;x
c_southern_dry_dry_desert;Southern Dry Dry Desert;;;;;;;;;;x
c_windy_mill;Windy Mill;;;;;;;;;;x
c_gusty_gulch;Lesser Gusty Gulch;;;;;;;;;;x
c_gusty_gulch_town;Greater Gusty Gulch;;;;;;;;;;x
c_tubba_blubbas_castle;Tubba Blubba Castle;;;;;;;;;;x
c_west_forever_forest;Western Forever Forest;;;;;;;;;;x
c_boos_mansion;Boo Mansion;;;;;;;;;;x
c_thwomp_volcano;Thwomp Volcano;;;;;;;;;;x
c_thwomp_highlands;Thwomp Highlands;;;;;;;;;;x
c_thwomp_foothills;Thwomp Foothills;;;;;;;;;;x
c_e_gadd_outpost;E. Gadd Outpost;;;;;;;;;;x
c_bowser_path;Bowser Path;;;;;;;;;;x
c_western_gritzy_desert;Western Gritzy Desert;;;;;;;;;;x
c_eastern_gritzy_desert;Eastern Gritzy Desert;;;;;;;;;;x
c_gritzy_caves;Gritzy Caverns;;;;;;;;;;x
c_koopaseum;Koopaseum;;;;;;;;;;x
c_blubble_lake;Blubble Lake;;;;;;;;;;x
c_tower_of_yikk;Tower of Yikk;;;;;;;;;;x
c_bubble_islands;Bubble Islands;;;;;;;;;;x
c_plack_beach;Plack Beach;;;;;;;;;;x
c_plack_highlands;Plack Highlands;;;;;;;;;;x
c_east_cavi_cape;Eastern Cavi Cape;;;;;;;;;;x
c_cavi_planes;Cavi Planes;;;;;;;;;;x
c_west_cavi_cape;Western Cavi Cape;;;;;;;;;;x
c_dimple_woods;Dimple Woods;;;;;;;;;;x
c_warios_woods;Peaceful Woods;;;;;;;;;;x
c_battle_canyon;Battle Canyon;;;;;;;;;;x
c_fairy_forest;Fairy Forest;;;;;;;;;;x
c_yosu_lake;Yosu Lake;;;;;;;;;;x
c_cloud_bird_mountain;Cloudbird Mountain;;;;;;;;;;x
c_blaze_cave;Blaze Cave;;;;;;;;;;x
c_ice_cave;Ice Cave;;;;;;;;;;x
c_cheep_cheep_waters;Cheep Cheep Waters;;;;;;;;;;x
c_balloon_bridge;Balloon Bridge;;;;;;;;;;x
c_warios_garden;Wario Garden;;;;;;;;;;x
c_warios_house;Wario's House;;;;;;;;;;x
c_diamond_city;Diamond City;;;;;;;;;;x
c_temple_of_form;Temple of Form;;;;;;;;;;x
c_greenhorn_forest;Greenhorn Forest;;;;;;;;;;x
c_greenhorn_ruins;Greenhorn;;;;;;;;;;x
c_horror_manor;Horror Manor;;;;;;;;;;x
c_wonky_circus;Wonky Circus;;;;;;;;;;x
c_beanstalk_way;Beanstalk Way;;;;;;;;;;x
c_mirror_mansion;Mirror Mansion;;;;;;;;;;x
c_decalburg;Decalburg;;;;;;;;;;x
c_surfshine_harbor;Surfshine Harbor;;;;;;;;;;x
c_warm_fuzzy_plains;Warm Fuzzy Plains;;;;;;;;;;x
c_bouquet_plains;Bouquet Plains;;;;;;;;;;x
c_waters_edge_way;Waters' Edge Way;;;;;;;;;;x
c_hither_thither_hill;Hither Thither Hill;;;;;;;;;;x
c_whammino_mountain;Whammino Mountain;;;;;;;;;;x
c_goomba_fortress;Goomba Fortress;;;;;;;;;;x - POSSIBLE DUPLICATE?
c_leaflitter_path;Leaflitter Path;;;;;;;;;;x
c_the_bafflewood;Bafflewood;;;;;;;;;;x
c_wigglers_woods;Wigglers' Woods;;;;;;;;;;x
c_strike_lake;Strike Lake;;;;;;;;;;x
c_loop_loop_river;Loop Loop River;;;;;;;;;;x
c_outlook_point;Outlook Point;;;;;;;;;;x
c_rustle_burrow;Rustle Burrow;;;;;;;;;;x
c_tree_branch_trail;Tree Branch Trail;;;;;;;;;;x
c_gauntlet_pond;Gauntlet Pond;;;;;;;;;;x
c_stump_glade;Stump Glade;;;;;;;;;;x
c_holey_thicket;Holey Thicket;;;;;;;;;;x
c_whitecap_beach;Whitecap Beach;;;;;;;;;;x
c_big_city;Big City;;;;;;;;;;x
c_barrier_mountains;Barrier Mountains;;;;;;;;;;x
c_blooper_beach;Blooper Beach;;;;;;;;;;x
c_boo_cemetary;Boo Hollow;;;;;;;;;;x
c_boos_horror_castle;Horror Castle;;;;;;;;;;x
c_castaway_bay;Castaway Bay;;;;;;;;;;x
c_grand_canal;Grand Canal;;;;;;;;;;x
c_magma_mine;Magma Mine;;;;;;;;;;x
c_pagoda_peak;Pagoda Peak;;;;;;;;;;x
c_lower_perilous_palace_path;Lesser Perilous Path;;;;;;;;;;x
c_upper_perilous_palace_path;Greater Perilous Path;;;;;;;;;;x
c_perilous_mountain;Perilous Mountain;;;;;;;;;;x
c_perilous_palace;Perilous Palace;;;;;;;;;;x
c_pyramid_park;Pyramid Park;;;;;;;;;;x
c_spiny_desert;Spiny Desert;;;;;;;;;;x
c_thirsty_gulch;Thirsty Gulch;;;;;;;;;;x
c_western_land;Western Land;;;;;;;;;;x
c_windmillville;Windmillville;;;;;;;;;;x
c_woody_woods;Woody Woods;;;;;;;;;;x
c_baby_park;Baby Park;;;;;;;;;;x
c_bone_dry_dunes;Bone-Dry Dunes;;;;;;;;;;x
c_boo_lake;Boo Lake;;;;;;;;;;x
c_cheep_cheep_beach;Cheep Cheep Beach;;;;;;;;;;x
c_desert_hills;Desert Hills;;;;;;;;;;x
c_dolphin_shoals;Dolphin Shoals;;;;;;;;;;x
c_honeybee_hive;Honeybee Hive;;;;;;;;;;x
c_kalimari_desert;Kalimari Desert;;;;;;;;;;x
c_lakeside_park;Lakeside Park;;;;;;;;;;x
c_mario_beach;Mario Beach;;;;;;;;;;x
c_shy_guy_beach;Shy Guy Beach;;;;;;;;;;x
c_shy_guy_falls;Shy Guy Falls;;;;;;;;;;x
c_sunset_wilds;Sunset Wilds;;;;;;;;;;x
c_thwomp_desert;Thwomp Desert;;;;;;;;;;x
c_thwomp_ruins;Thwomp Dunes;;;;;;;;;;x
c_toad_harbour;Toad Harbor;;;;;;;;;;x
c_twilight_house;Twilight House;;;;;;;;;;x
c_twisted_mansion;Twisted Mansion;;;;;;;;;;x
c_yoshi_falls;Yoshi Falls;;;;;;;;;;x
c_yoshi_valley;Yoshi Valley;;;;;;;;;;x
c_sunset_beach;Sunset Beach;;;;;;;;;;x
c_shifting_sands;Varying Sands;;;;;;;;;;x
c_shy_guy_desert;Shy Guy Desert;;;;;;;;;;x
c_wiggler_park;Wiggler Park;;;;;;;;;;x
c_yoshi_lake;Yoshi Lake;;;;;;;;;;x
c_wario_dunes;Wario Dunes;;;;;;;;;;x
c_crystal_canyon;Crystal Canyon;;;;;;;;;;x
c_fire_mountain;Fire Mountain;;;;;;;;;;x
c_mystic_forest;Mystic Forest;;;;;;;;;;x
c_sandstone_stroll;Sandstone Stroll;;;;;;;;;;x
c_car_land;Car Land;;;;;;;;;;x
c_rebel_fort;Rebel Fort;;;;;;;;;;x
c_crime_land;Crime Land;;;;;;;;;;x
c_desert_kingdom;Desert Track;;;;;;;;;;x
c_double_cross_ranch;Double Crossed Ranch;;;;;;;;;;x
c_grand_koopa_canyon;Grand Koopa Canyon;;;;;;;;;;x
c_jungle_land;Jungle Land;;;;;;;;;;x
c_kingdom_of_youth;Land of Youth;;;;;;;;;;x
c_linguine_land;Linguine Land;;;;;;;;;;x
c_sudden_death_valley;Sudden Death Valley;;;;;;;;;;x
c_mushridge;Mushridge;;;;;;;;;;x
c_mushroom_woods;Mushroom Woods;;;;;;;;;;x
c_mythis;Mythis;;;;;;;;;;x
c_rap_land;Rapland;;;;;;;;;;x
c_robo_land;Roboland;;;;;;;;;;x
c_rotunda_land;Rotunda Land;;;;;;;;;;x
c_rotunda_castle;Fort Rotunda;;;;;;;;;;x
c_wild_west;Wild West;;;;;;;;;;x
c_wunderland;Wunderland;;;;;;;;;;x
c_grassy_greens;Grassy Greens;;;;;;;;;;x
c_chilly_beach;Chilly Beach;;;;;;;;;;x
c_cold_woods;Cold Cold Woods;;;;;;;;;;x
c_jolly_plains;Jolly Plains;;;;;;;;;;x
c_jolly_hills;Jolly Hills;;;;;;;;;;x
c_jolly_fields;Jolly Fields;;;;;;;;;;x
c_dry_bake_desert;Drybake Desert;;;;;;;;;;x
c_yoshi_sphinx;Yoshi Sphinx;;;;;;;;;;x
c_sandshifter_ruins;Sandshifter Dunes;;;;;;;;;;x
c_damp_oasis;Damp Oasis;;;;;;;;;;x
c_drybake_stadium;Drybake Stadium;;;;;;;;;;x
c_snow_rise;Snow Rise;;;;;;;;;;x
c_ice_flow;Ice Floe;;;;;;;;;;x
c_the_enigmansion;Enigmansion;;;;;;;;;;x
c_shaved_ice_cave;Shaved Ice Cave;;;;;;;;;;x
c_whiteout_valley;Whiteout Valley;;;;;;;;;;x
c_snow_fort;Snow Fort;;;;;;;;;;x
c_shy_guy_jungle;Shy Guy Jungle;;;;;;;;;;x
c_jungle_rapids;Jungle Rapids;;;;;;;;;;x
c_long_fall_falls;Long Fall Falls;;;;;;;;;;x
c_chomp_ruins;Chomplin;;;;;;;;;;x
c_rugged_road;Rugged Road;;;;;;;;;;x
c_rumble_volcano;Rumble Volcano;;;;;;;;;;x
c_gate_cliff;Gate Cliff;;;;;;;;;;x
c_pipe_plains;Pipe Plains;;;;;;;;;;x
c_pipe_hills;Pipe Hills;;;;;;;;;;x
c_coin_plains;Coin Plains;;;;;;;;;;x
c_coin_cliffs;Coin Cliffs;;;;;;;;;;x
c_northern_grass_land_toad_house;Northern Grassland Toad House;;;;;;;;;;x
c_grass_land_fortress;Grassy Fortress;;;;;;;;;;x
c_grass_land_hills;Grass Land Hills;;;;;;;;;;x
c_grass_land_cliffs;Grassy Cliffs;;;;;;;;;;x
c_southern_grass_land_toad_house;Southern Grassland Toad House;;;;;;;;;;x
c_grass_land_castle;Grass Land Castle;;;;;;;;;;x
c_pipe_ruins;Pipe Hollows;;;;;;;;;;x
c_desert_oasis;Desert Land Oasis;;;;;;;;;;x
c_northern_desert_toad_house;Northern Desert Land Toad House;;;;;;;;;;x
c_desert_land_fortress;Desert Land Fortress;;;;;;;;;;x
c_pyramid_flats;Pyramid Flats;;;;;;;;;;x
c_western_desert_toad_house;Western Desert Land Toad House;;;;;;;;;;x
c_quicksand;Quicksand Zone;;;;;;;;;;x
c_palm_oasis;Palm Oasis;;;;;;;;;;x
c_chomp_pyramids;Chomp Pyramids
c_pyramid_hill;The Grand Pyramid;;;;;;;;;;x
c_desert_castle;Desert Land Castle;;;;;;;;;;x
c_bonus_range;Bonus Ridge;;;;;;;;;;x
c_southern_desert_toad_house;Southern Desert Toad House;;;;;;;;;;x
c_ocean_side_castle;Water Land Castle;;;;;;;;;;x
c_toad_islands;Toad Islands;;;;;;;;;;x
c_archipelago_fortress;Archipelago Fortress;;;;;;;;;;x
c_dandy_pier;Dandy Pier;;;;;;;;;;x
c_cheep_cheep_reef;Cheep Cheep Reef;;;;;;;;;;x
c_misty_cove;Misty Cove;;;;;;;;;;x
c_misty_heights;Misty Heights;;;;;;;;;;x
c_sponge_hills;Sponge Hills;;;;;;;;;;x
c_toad_sound;Toad Sound;;;;;;;;;;x
c_boss_bass_bay;Boss Bass Bay;;;;;;;;;;x
c_peninsular_fortress;Peninsular Fortress;;;;;;;;;;x
c_cheep_cheep_falls;Cheep Cheep Falls;;;;;;;;;;x - POSSIBLE DUPLICATE?
c_southern_toad_house;Little Toad House;;;;;;;;;;x
c_giant_wetlands;Giant Wetlands;;;;;;;;;;x
c_toad_peninsula;Toad Peninsula;;;;;;;;;;x
c_giant_pipeland;Giant Pipe Land;;;;;;;;;;x
c_giant_caverns;Grand Caverns;;;;;;;;;;x
c_coastal_fortress;Candlelight Fortress;;;;;;;;;;x
